timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2020-12-03,68.6,69.785,68.0,69.37,69.37,1606152,0.0000,1.0
2020-12-02,69.83,69.86,68.22,68.57,68.57,975778,0.0000,1.0
2020-12-01,69.42,70.476,68.95,69.96,69.96,1210358,0.0000,1.0
2020-11-30,69.73,70.2,67.91,68.34,68.34,1332030,0.0000,1.0
2020-11-27,69.84,70.11,69.23,69.93,69.93,400907,0.0000,1.0
2020-11-25,70.06,70.3193,68.77,69.69,69.69,706098,0.0000,1.0
2020-11-24,69.14,70.92,68.2418,70.63,70.63,1234534,0.0000,1.0
2020-11-23,67.62,68.96,67.32,68.91,68.91,920173,0.0000,1.0
2020-11-20,68.16,68.3899,66.63,66.88,66.88,1401859,0.0000,1.0
2020-11-19,67.64,69.01,66.92,68.22,68.22,1254267,0.0000,1.0
2020-11-18,67.94,68.73,67.27,67.58,67.58,1461579,0.0000,1.0
2020-11-17,68.67,68.87,67.06,67.39,67.39,1839785,0.0000,1.0
2020-11-16,70.0,70.19,68.7,69.35,69.35,976704,0.0000,1.0
2020-11-13,67.62,69.28,67.1,68.94,68.94,1011818,0.0000,1.0
2020-11-12,66.97,67.58,66.07,67.07,67.07,1591925,0.0000,1.0
2020-11-11,66.935,67.8,64.75,67.54,67.54,1738204,0.0000,1.0
2020-11-10,65.86,68.41,65.68,66.58,66.58,1768311,0.0000,1.0
2020-11-09,68.87,70.315,65.4,65.49,65.49,1248407,0.0000,1.0
2020-11-06,64.7,65.99,64.1,65.12,65.12,1204048,0.0000,1.0
2020-11-05,65.07,66.26,64.45,64.49,64.49,1475623,0.0000,1.0
2020-11-04,65.97,66.3,61.74,63.46,63.46,3029975,0.0000,1.0
2020-11-03,66.95,68.27,65.97,67.32,67.32,2117833,0.0000,1.0
2020-11-02,63.65,66.94,62.775,66.45,66.45,2849642,0.0000,1.0
2020-10-30,61.9,63.37,60.94,62.43,62.43,1272611,0.0000,1.0
2020-10-29,59.87,64.25,59.6,62.66,62.66,1832516,0.0000,1.0
2020-10-28,59.31,61.31,58.93,60.88,60.88,2227280,0.0000,1.0
